0.0001,679.102539
0.002,688.717773
0.0039,682.820313
0.0058,668.717773
0.0077,716.922852
0.0096,673.974121
0.0115,699.230957
0.0134,678.846191
0.0153,670
0.0172,684.871582
0.0191,677.307617
0.021,654.230957
0.0229,669.871582
0.0248,668.974121
0.0267,683.974121
0.0286,671.025879
0.0305,711.153809
0.0324,693.077148
0.0343,666.538574
0.0362,643.077148
0.0381,670.256348
0.04,654.358887
0.0419,655
0.0438,668.974121
0.0457,683.974121
0.0476,668.077148
0.0495,686.025879
0.0514,673.205078
0.0533,673.205078
0.0552,672.179688
0.0571,681.025879
0.059,682.692383
0.0609,669.102539
0.0628,695.769043
0.0647,715.897461
0.0666,701.282227
0.0685,708.461426
0.0704,682.94873
0.0723,695.897461
0.0742,696.922852
0.0761,699.615234
0.078,742.179688
0.0799,664.743652
0.0818,665.384766
0.0837,673.461426
0.0856,649.358887
0.0875,666.794922
0.0894,677.94873
0.0913,677.820313
0.0932,682.307617
0.0951,681.794922
0.097,696.922852
0.0989,675.256348
0.1008,687.94873
0.1027,695.512695
0.1046,715.512695
0.1065,683.077148
0.1084,653.846191
0.1103,656.666504
0.1122,673.846191
0.1141,687.436035
0.116,678.461426
0.1179,681.794922
0.1198,668.974121
0.1217,721.410156
0.1236,716.666504
0.1255,684.615234
0.1274,701.025879
0.1293,699.358887
0.1312,694.102539
0.1331,704.743652
0.135,652.563965
0.1369,686.282227
0.1388,689.358887
0.1407,685
0.1426,687.307617
0.1445,694.743652
0.1464,703.974121
0.1483,667.563965
0.1502,693.205078
0.1521,670.512695
0.154,673.461426
0.1559,658.461426
0.1578,668.717773
0.1597,669.102539
0.1616,669.871582
0.1635,661.025879
0.1654,671.410156
0.1673,661.538574
0.1692,683.717773
0.1711,663.333496
0.173,696.410156
0.1749,684.871582
0.1768,692.179688
0.1787,670.128418
0.1806,688.461426
0.1825,653.717773
0.1844,706.666504
0.1863,680.128418
0.1882,689.871582
0.1901,688.589844
0.192,700.512695
0.1939,666.025879
0.1958,667.94873
0.1977,665.128418
0.1996,654.615234
0.2015,650.256348
0.2034,668.205078
0.2053,682.179688
0.2072,678.974121
0.2091,664.871582
0.211,668.846191
0.2129,668.717773
0.2148,668.846191
0.2167,678.461426
0.2186,696.538574
0.2205,713.461426
0.2224,683.333496
0.2243,675.128418
0.2262,665.897461
0.2281,668.717773
0.23,672.436035
0.2319,687.563965
0.2338,683.717773
0.2357,675.512695
0.2376,681.794922
0.2395,686.922852
0.2414,681.410156
0.2433,670.256348
0.2452,666.025879
0.2471,701.282227
0.249,695.897461
0.2509,685.384766
0.2528,683.333496
0.2547,667.94873
0.2566,662.563965
0.2585,673.846191
0.2604,659.743652
0.2623,662.94873
0.2642,666.153809
0.2661,685.769043
0.268,654.358887
0.2699,664.102539
0.2718,637.94873
0.2737,660.384766
0.2756,660.512695
0.2775,658.846191
0.2794,655.769043
0.2813,666.153809
0.2832,652.307617
0.2851,524.358887
0.287,437.307617
0.2889,377.820557
0.2908,377.435791
0.2927,384.615479
0.2946,393.846191
0.2965,403.589844
0.2984,424.102539
0.3003,428.205078
0.3022,455.256348
0.3041,505.384521
0.306,528.846191
0.3079,552.94873
0.3098,603.461426
0.3117,595.897461
0.3136,607.692383
0.3155,640.128418
0.3174,701.538574
0.3193,661.538574
0.3212,657.94873
