0.01,2.78E+02
0.02,-5.00E+01
0.03,1.01E+02
0.04,-5.00E+00
0.05,-8.00E+00
0.06,7.30E+01
0.07,1.30E+02
0.08,-2.00E+00
0.09,1.70E+01
0.1,-5.90E+01
0.11,-1.40E+01
0.12,7.20E+01
0.13,1.21E+02
0.14,-5.20E+01
0.15,6.90E+01
0.16,4.40E+01
0.17,1.44E+02
0.18,2.50E+01
0.19,-1.38E+02
0.2,2.50E+01
0.21,1.24E+02
0.22,4.30E+01
0.23,3.50E+01
0.24,1.19E+02
0.25,3.70E+01
0.26,1.02E+02
0.27,2.40E+01
0.28,-5.10E+01
0.29,6.10E+01
0.3,2.90E+02
0.31,-2.10E+01
0.32,4.00E+00
0.33,-1.56E+02
0.34,-2.20E+01
0.35,3.00E+00
0.36,0.00E+00
0.37,1.86E+02
0.38,4.00E+01
0.39,8.80E+01
0.4,2.60E+01
0.41,-7.00E+00
0.42,9.10E+01
0.43,8.00E+01
0.44,3.90E+01
0.45,1.00E+01
0.46,1.03E+02
0.47,7.40E+01
0.48,2.40E+01
0.49,5.30E+01
0.5,8.70E+01
0.51,8.90E+01
0.52,-4.00E+01
0.53,1.10E+01
0.54,-2.00E+01
0.55,-3.30E+01
0.56,1.00E+01
0.57,1.08E+02
0.58,4.50E+01
0.59,2.50E+01
0.6,7.40E+01
0.61,3.70E+01
0.62,-1.56E+02
0.63,-1.20E+01
0.64,6.80E+01
0.65,4.40E+01
0.66,9.20E+01
0.67,4.20E+01
0.68,1.09E+02
0.69,4.30E+01
0.7,1.38E+02
0.71,3.70E+01
0.72,2.00E+01
0.73,5.00E+00
0.74,3.30E+01
0.75,-8.90E+01
0.76,1.44E+02
0.77,4.30E+01
0.78,-1.97E+02
0.79,1.80E+01
0.8,5.80E+01
0.81,-1.00E+02
0.82,-5.70E+01
0.83,2.00E+01
0.84,8.50E+01
0.85,2.59E+02
0.86,1.10E+01
0.87,-1.70E+01
0.88,8.60E+01
0.89,3.41E+02
0.9,-8.00E+00
0.91,1.14E+02
0.92,5.80E+01
0.93,3.00E+00
0.94,5.10E+01
0.95,5.40E+01
0.96,4.90E+01
0.97,4.20E+01
0.98,1.20E+01
0.99,1.01E+02
1,-3.30E+01
1.01,1.08E+02
1.02,-3.90E+01
1.03,4.00E+01
1.04,5.30E+01
1.05,7.20E+01
1.06,-4.50E+01
1.07,3.27E+02
1.08,4.00E+01
1.09,-2.50E+01
1.1,1.53E+02
1.11,2.00E+02
1.12,1.21E+02
1.13,1.40E+02
1.14,2.75E+02
1.15,8.80E+01
1.16,3.80E+01
1.17,1.13E+02
1.18,6.50E+01
1.19,1.08E+02
1.2,-6.60E+01
1.21,-1.86E+02
1.22,8.50E+01
1.23,2.50E+01
1.24,1.08E+02
1.25,1.02E+02
1.26,2.20E+01
1.27,-9.10E+01
1.28,7.30E+01
1.29,3.60E+01
1.3,1.69E+02
1.31,-1.10E+01
1.32,6.90E+01
1.33,8.70E+01
1.34,8.00E+00
1.35,1.80E+01
1.36,8.10E+01
1.37,1.80E+01
1.38,1.68E+02
1.39,4.00E+00
1.4,4.00E+01
1.41,1.25E+02
1.42,1.48E+02
1.43,-1.01E+02
1.44,-7.10E+01
1.45,-5.80E+01
1.46,1.80E+01
1.47,8.40E+01
1.48,-2.40E+01
1.49,-6.80E+01
1.5,5.00E+01
1.51,3.80E+01
1.52,1.09E+02
1.53,-7.60E+01
1.54,1.05E+02
1.55,8.90E+01
1.56,2.80E+01
1.57,-4.60E+01
1.58,3.30E+01
1.59,-6.80E+01
1.6,6.90E+01
1.61,-7.10E+01
1.62,-1.10E+01
1.63,1.50E+02
1.64,1.56E+02
1.65,3.40E+01
1.66,1.68E+02
1.67,8.00E+00
1.68,-3.90E+01
1.69,4.10E+01
1.7,-8.90E+01
1.71,7.40E+01
1.72,1.28E+02
1.73,1.09E+02
1.74,1.05E+02
1.75,2.30E+01
1.76,-6.90E+01
1.77,-3.60E+01
1.78,5.60E+01
1.79,-1.00E+00
1.8,-8.10E+01
1.81,-1.30E+02
1.82,7.70E+01
1.83,-2.90E+01
1.84,1.40E+02
1.85,5.30E+01
1.86,7.60E+01
1.87,9.30E+01
1.88,1.53E+02
1.89,6.10E+01
1.9,4.30E+01
1.91,5.90E+01
1.92,2.20E+01
1.93,-5.40E+01
1.94,1.18E+02
1.95,1.23E+02
1.96,-4.40E+01
1.97,4.80E+01
1.98,4.40E+01
1.99,1.20E+01
2,-2.10E+01
2.01,5.50E+01
2.02,7.40E+01
2.03,8.00E+00
2.04,-1.95E+02
2.05,3.20E+01
2.06,-1.70E+01
2.07,-1.34E+02
2.08,6.90E+01
2.09,4.40E+01
2.1,-1.30E+02
2.11,4.00E+00
2.12,1.19E+02
2.13,1.31E+02
2.14,-1.95E+02
2.15,-2.90E+01
2.16,4.90E+01
2.17,-1.47E+02
2.18,-7.50E+01
2.19,-3.60E+01
2.2,1.81E+02
2.21,1.10E+01
2.22,3.80E+01
2.23,-1.51E+02
2.24,1.70E+01
2.25,5.50E+01
2.26,2.60E+01
2.27,-3.80E+01
2.28,4.10E+01
2.29,-1.81E+02
2.3,9.60E+01
2.31,1.04E+02
2.32,-2.60E+01
2.33,5.62E+02
2.34,3.21E+02
2.35,1.60E+01
2.36,-4.00E+00
2.37,2.40E+01
2.38,3.50E+01
2.39,5.20E+01
2.4,-2.00E+00
2.41,-7.00E+01
2.42,8.00E+00
2.43,9.70E+01
2.44,-7.00E+00
2.45,5.90E+01
2.46,7.00E+01
2.47,1.52E+02
2.48,-9.00E+01
2.49,-1.80E+02
2.5,3.80E+01
2.51,4.00E+00
2.52,-3.00E+00
2.53,4.80E+01
2.54,9.00E+00
2.55,8.40E+01
2.56,-3.80E+01
2.57,3.30E+01
2.58,-7.40E+01
2.59,1.03E+02
2.6,-2.50E+01
2.61,5.90E+01
2.62,1.48E+02
2.63,1.50E+02
2.64,1.40E+02
2.65,2.50E+01
2.66,-6.00E+00
2.67,1.30E+01
2.68,7.20E+01
2.69,3.00E+00
2.7,-9.40E+01
2.71,1.16E+02
2.72,4.80E+01
2.73,5.50E+01
2.74,4.00E+00
2.75,2.90E+01
2.76,2.20E+01
2.77,-3.00E+00
2.78,5.30E+01
2.79,5.00E+01
2.8,1.95E+02
2.81,5.50E+01
2.82,5.70E+01
2.83,-6.00E+00
2.84,4.30E+01
2.85,-1.00E+00
2.86,1.00E+02
2.87,5.50E+01
2.88,9.00E+01
2.89,-3.50E+01
2.9,-1.37E+02
2.91,-4.10E+01
2.92,-9.00E+00
2.93,-2.50E+01
2.94,-1.02E+02
2.95,3.70E+01
2.96,9.90E+01
2.97,-9.40E+01
2.98,8.00E+01
2.99,9.30E+01
3,-3.50E+01
3.01,3.60E+01
3.02,-5.00E+01
3.03,3.60E+01
3.04,2.30E+01
3.05,5.30E+01
3.06,-3.90E+01
3.07,-1.80E+01
3.08,1.20E+01
3.09,-1.83E+02
3.1,8.60E+01
3.11,1.60E+01
3.12,1.45E+02
3.13,-4.50E+01
3.14,-8.30E+01
3.15,9.20E+01
3.16,-2.57E+02
3.17,-5.80E+01
3.18,3.50E+01
3.19,-7.30E+01
3.2,-2.59E+02
3.21,7.10E+01
3.22,2.30E+01
3.23,-2.70E+01
3.24,5.40E+01
3.25,-5.20E+01
3.26,1.09E+02
3.27,-5.00E+00
3.28,2.00E+01
3.29,6.00E+01
3.3,9.90E+01
3.31,-7.30E+01
3.32,1.80E+02
3.33,-1.80E+01
3.34,5.40E+01
3.35,1.70E+01
3.36,-3.90E+01
3.37,3.70E+01
3.38,-5.00E+00
3.39,-4.30E+01
3.4,2.30E+01
3.41,2.80E+01
3.42,-5.90E+01
3.43,-2.50E+01
3.44,2.20E+01
3.45,-4.20E+01
3.46,8.60E+01
3.47,-5.00E+01
3.48,-2.37E+02
3.49,-8.60E+01
3.5,-3.40E+01
3.51,-3.00E+00
3.52,-3.30E+01
3.53,7.50E+01
3.54,-2.26E+02
3.55,-5.00E+01
3.56,-1.01E+02
3.57,3.80E+01
3.58,-2.60E+01
3.59,-3.50E+01
3.6,1.05E+02
3.61,8.30E+01
3.62,-7.70E+01
3.63,5.60E+01
3.64,1.80E+02
3.65,2.32E+02
3.66,-1.56E+02
3.67,4.13E+02
3.68,-4.46E+02
3.69,1.19E+02
3.7,4.90E+01
3.71,3.70E+01
3.72,-3.80E+01
3.73,-8.50E+01
3.74,-7.00E+01
3.75,9.10E+01
3.76,9.00E+01
3.77,1.06E+02
3.78,1.17E+02
3.79,6.00E+00
3.8,-2.60E+01
3.81,1.71E+02
3.82,2.10E+01
3.83,-1.20E+01
3.84,1.38E+02
3.85,-2.20E+01
3.86,7.10E+01
3.87,1.05E+02
3.88,-8.00E+00
3.89,-9.00E+00
3.9,-2.40E+01
3.91,9.00E+00
3.92,1.13E+02
3.93,-1.07E+02
3.94,1.19E+02
3.95,-6.00E+00
3.96,-1.00E+01
3.97,1.10E+01
3.98,7.40E+01
3.99,-2.00E+00
4,-1.22E+02
4.01,2.24E+02
4.02,9.10E+01
4.03,9.00E+00
4.04,3.07E+02
4.05,1.05E+02
4.06,1.03E+02
4.07,-7.00E+00
